Age,Ethnic,Gender,Gender_5_TEXT,Uni,Edu,SES_1,CTAS_1,CTAS_2,CTAS_3,CTAS_4,CTAS_5,CTAS_6,CTAS_62,CTAS_7,CTAS_8,CTAS_9,CTAS_10,CTAS_11,CTAS_12,CTAS_13,CTAS_14,CTAS_15,CTAS_16,CTAS_17,CTAS_18,CTAS_19,CTAS_20,CTAS_21,CTAS_22,CTAS_23,MTA_1,MTA_2,MTA_3,MTA_4,MTA_5,MTA_6,MTA_7,MTA_8,MTA_9,MTA_10,MTA_11,MTA_12,MTA_13,MTA_14,MTA_15,MTA_16,SAM_1,SAM_2,SAM_3,SAM_4,SAM_5,SAM_6,SAM_7,SAM_8,SAM_9,SAM_10,SAM_11,SAM_12,SAM_13,SAM_14,SAM_15,SAM_16,SAM_17,SAM_18,SAM_19,SAM_20,SAM_21,SAM_22,SAM_23,SAM_24,SAM_25,SAM_26,SAM_27,SAM_28,ROES_1,ROES_2,ROES_3,ROES_4,ROES_5,ROES_6,ROES_7,ROES_8,ROES_9,ROES_10,ROES_11,ROES_12
23,White/caucasian,2,,1,5,7,3,3,3,3,3,4,3,3,3,3,4,3,2,3,4,3,4,3,3,3,4,3,4,3,4,2,2,4,4,3,1,2,4,3,2,4,2,3,1,2,5,2,4,2,2,2,4,4,4,4,4,2,2,2,2,4,2,4,4,3,4,2,2,2,2,3,4,4,5,4,5,5,6,5,5,5,2,2,2,2
22,Lebanese ,2,,1,3,6,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,3,1,2,1,2,2,1,3,3,1,1,2,1,1,3,1,2,2,3,3,1,3,3,1,2,4,2,2,1,1,1,1,1,4,3,4,3,3,4,3,4,5,5,5,5
22,"Danish, Causacian",2,,1,3,7,3,1,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,5,1,4,5,4,1,4,4,4,2,5,4,5,2,5,5,2,5,3,1,2,3,1,2,3,4,1,2,1,3,2,3,5,3,5,5,1,2,1,1,1,3,4,1,1,1,1,2,3,5,5,3,3,6,6
20,White,1,,1,3,8,3,2,2,3,4,1,4,4,3,2,4,4,2,2,3,3,3,2,3,2,4,2,4,3,2,4,2,4,4,2,2,2,4,2,4,2,2,4,2,2,5,3,4,3,3,4,3,3,5,2,4,2,4,2,3,5,3,3,2,5,4,2,3,4,2,3,4,4,3,3,3,3,2,2,2,4,1,1,1,2
20,Eastern European/ White,1,,1,5,4,3,2,4,3,3,4,4,4,3,3,4,3,3,3,4,3,3,3,3,3,4,2,3,4,2,2,4,4,2,2,4,4,3,2,3,5,4,4,2,4,5,4,5,3,4,2,2,3,2,3,3,3,3,2,4,4,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,5,3,3,5,2,2,2,2
20,"White, Western European ",2,,1,3,5,3,2,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,2,3,1,4,2,2,2,3,2,1,1,1,2,2,2,2,2,4,2,3,4,3,4,4,2,3,3,3,2,1,3,3,4,2,3,4,3,5,4,4,5,1,2,2,2,2,4,4,3,2,2,2,3,3,3,3,3,4,3,3
20,White British,1,,1,3,7,2,2,4,4,1,3,3,3,3,1,2,4,2,2,2,3,3,1,3,4,4,1,1,3,1,3,1,1,1,3,1,4,1,3,2,1,2,5,1,5,5,1,5,4,1,1,3,3,1,2,3,2,2,2,2,5,2,5,4,3,5,2,2,1,2,1,1,2,3,6,3,2,4,2,2,6,1,1,3,1
19,indian ,2,,1,5,7,2,2,2,3,2,3,3,3,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,3,1,3,1,3,1,2,2,2,2,2,2,3,2,2,2,3,4,2,3,4,2,2,2,3,2,2,3,2,3,2,2,3,4,4,4,3,3,2,4,2,2,2,3,3,2,3,2,3,5,4,5,5,2,2,3,3
21,White ,2,,1,3,2,3,2,2,3,2,3,2,3,2,2,2,2,3,3,3,4,4,2,3,3,3,2,1,2,1,1,1,1,1,2,1,1,2,3,1,1,2,2,1,1,4,1,4,5,1,2,5,4,3,5,3,3,3,3,5,1,5,4,4,3,4,2,5,1,4,2,2,2,3,4,4,3,3,2,5,2,3,3,3,3
22,Asian Hindu,1,,1,6,8,2,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,2,4,4,4,4,2,4,5,3,4,4,4,3,4,5,3,5,4,4,5,5,4,5,5,4,3,3,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,2,4,4,5,3,2,3,4,5,2,1,5,2,3,3,3
20,White,1,,1,3,5,3,2,2,3,2,3,4,4,1,1,3,3,3,3,4,3,3,2,3,2,2,3,1,2,2,3,2,4,3,3,2,2,2,3,3,4,3,4,2,4,4,3,2,5,3,2,2,3,2,4,3,2,2,3,5,4,4,2,4,4,2,3,5,3,3,3,2,3,4,5,5,5,3,4,4,5,3,3,4,3
19,White,2,,1,3,6,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,3,4,2,4,2,3,2,3,3,2,3,4,5,2,4,3,3,1,3,2,2,2,2,2,2,2,4,2,5,6,3,3,3,2
19,White British,1,,1,3,7,3,2,2,1,3,3,4,4,3,3,4,3,3,3,3,3,3,2,3,3,4,1,2,4,4,2,3,5,4,4,5,5,2,2,4,4,3,2,2,5,5,4,5,4,3,2,3,4,4,4,3,3,3,3,3,4,4,5,4,3,5,3,3,3,3,4,3,3,2,1,3,1,3,3,4,4,2,2,1,2
20,White British,2,,1,3,4,2,2,1,2,1,2,4,3,2,1,2,2,2,1,1,3,3,1,2,1,2,3,1,3,2,2,2,5,1,1,1,1,3,1,1,2,1,2,1,2,4,2,5,3,1,1,5,5,3,2,2,3,3,3,3,2,3,4,5,1,4,4,3,1,4,1,2,2,5,5,5,5,3,5,2,5,2,3,3,4
20,British Asian,2,,1,3,8,2,1,2,3,3,3,2,3,3,4,2,2,2,3,2,2,3,3,3,1,3,1,3,4,1,2,1,4,2,3,2,1,3,2,2,2,1,2,1,2,4,2,2,2,1,4,3,3,3,3,5,2,4,2,1,4,1,2,3,4,5,2,2,2,2,2,3,5,2,2,2,2,3,1,1,2,1,2,3,3
20,Eastern European,1,,1,3,7,2,1,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,3,4,2,4,4,4,5,2,5,3,4,4,5,4,5,5,5,2,3,3,4,5,2,5,4,4,1,2,2,1,1,2,1,1,1,3,5,3,5,2,1,5,1,4,4,1,4,1,3,3,3,2,2,5,4,4,4,4,3,4,3
20,white,2,,1,3,6,3,1,2,4,3,4,2,2,2,1,4,1,3,4,3,4,4,3,4,1,3,3,1,3,1,4,1,1,2,4,1,1,1,4,1,2,2,4,1,4,4,2,5,2,2,1,2,2,3,2,4,2,2,3,3,4,3,4,5,3,4,2,3,1,3,2,3,3,6,3,5,3,6,4,3,5,2,2,2,2
21,Asian,2,,1,3,7,1,1,2,3,3,4,4,4,3,2,4,2,2,4,4,3,4,3,2,1,4,1,1,4,1,4,2,4,2,4,2,3,2,2,2,3,2,4,2,4,5,3,5,2,3,1,2,2,2,2,4,2,2,2,3,3,3,3,2,4,4,2,2,2,2,2,2,5,3,3,3,2,3,2,2,3,3,2,3,2
20,Black African ,2,,1,3,6,2,2,3,3,3,3,3,4,4,4,4,3,3,3,4,3,4,3,3,2,3,3,3,3,3,2,1,3,3,3,1,2,4,3,2,1,3,3,1,3,5,2,3,4,2,2,3,2,2,2,4,2,4,2,4,4,4,4,3,3,4,2,3,2,2,3,3,4,3,3,3,3,1,3,3,3,1,2,5,4
21,White British ,2,,1,3,6,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,2,2,5,5,4,4,3,5,4,4,2,4,5,2,5,5,3,5,2,4,2,2,2,2,4,5,1,2,2,3,5,2,5,3,4,5,2,2,4,2,4,2,5,3,3,5,5,6,5,5,6,2,1,1,1
18,White,2,,1,3,7,1,1,3,3,3,3,3,3,3,2,2,3,2,2,1,2,3,2,2,2,2,3,2,3,2,2,1,1,2,2,1,1,2,2,1,1,2,4,1,3,4,3,5,3,2,2,2,3,2,2,5,2,2,2,2,3,2,4,3,4,4,2,3,2,2,2,2,5,2,2,2,2,1,1,1,2,2,2,2,2
20,British,2,,1,3,6,1,1,4,4,1,3,3,3,3,2,4,2,4,3,2,4,3,1,3,2,3,3,1,3,1,4,1,2,1,4,1,2,1,4,1,2,2,4,1,2,4,1,4,3,1,1,4,2,1,4,4,3,1,3,3,3,3,5,4,2,4,3,3,1,2,2,1,4,3,2,3,3,6,6,3,6,5,2,5,3
21,White,2,,1,3,6,1,2,1,2,2,4,2,2,1,1,2,1,1,3,3,2,4,2,3,3,3,2,1,2,1,2,1,4,2,2,1,1,1,2,1,4,1,4,1,2,4,2,3,5,1,1,3,2,1,4,3,2,1,3,5,3,4,4,5,4,3,3,5,2,3,3,1,3,4,4,4,4,2,2,2,2,6,5,6,6
19,White,2,,1,3,9,1,1,2,4,2,4,4,3,2,1,4,2,3,4,3,4,4,2,4,3,4,4,1,3,1,5,1,1,2,4,1,1,2,4,2,2,2,4,1,3,4,1,3,2,1,1,3,2,1,2,3,2,3,2,2,4,2,4,4,3,2,2,3,1,2,2,1,4,2,2,2,2,2,1,1,4,1,1,3,4
21,white british,2,,1,3,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,3,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,1,3,4,1,2,4,2,3,3,3,3,2,4,4,2,5,4,5,2,4,3,4,2,4,1,2,3,4,3,5,4,2,2,1,1,3,4,4,4
21,Australian,2,,1,3,4,2,2,3,2,3,3,4,3,1,2,3,2,3,3,3,3,4,3,4,2,3,1,2,3,2,2,1,2,2,4,2,3,2,4,2,4,2,1,2,2,3,2,4,5,2,3,4,4,3,4,4,3,4,3,5,4,4,3,4,3,4,3,5,2,3,3,4,3,3,4,3,3,5,5,4,6,2,2,3,2
19,White,1,,1,3,6,3,2,3,4,3,4,4,4,4,3,4,4,3,3,3,3,4,3,4,2,3,1,3,4,2,4,3,5,2,3,3,4,3,3,4,4,2,2,3,4,4,4,4,3,4,3,4,3,4,2,4,2,4,3,3,4,3,4,3,5,5,2,4,4,3,4,4,4,4,3,4,3,5,3,2,3,2,3,3,3
18.55,British ,2,,1,3,7,1,1,1,3,1,3,4,3,4,2,4,2,1,2,1,1,4,2,3,2,4,1,1,3,1,3,1,2,2,2,1,1,1,1,1,1,1,3,1,4,3,2,3,4,2,2,4,4,3,4,3,4,2,4,4,5,4,4,5,4,5,4,4,2,3,3,3,5,3,3,3,3,2,2,2,2,3,3,4,4
18,White British,2,,1,3,6,1,1,3,2,3,3,3,3,3,2,2,3,2,3,2,3,4,3,4,3,3,3,1,2,1,3,1,1,1,2,1,1,1,3,1,1,2,3,1,1,2,1,1,2,1,1,2,3,1,2,3,2,2,3,2,2,3,2,4,3,3,2,2,1,1,2,1,3,1,1,1,1,1,1,2,3,1,2,3,3
18,White,1,,1,3,8,4,3,3,3,4,4,4,4,4,3,4,3,4,3,4,2,3,3,4,2,4,1,3,3,3,3,2,5,3,3,4,3,2,3,4,4,2,5,2,4,4,4,5,3,4,3,3,3,4,2,4,2,4,3,3,4,3,4,3,4,4,3,3,4,3,4,4,5,2,3,2,2,4,5,1,4,2,3,4,5
17,White Other,2,,1,3,6,1,1,2,4,2,4,2,2,1,1,1,1,2,1,1,3,3,3,3,2,1,1,1,4,2,3,2,2,2,3,1,1,1,3,2,2,2,3,1,1,2,1,3,4,1,2,3,1,2,2,5,3,4,1,2,3,2,3,2,4,2,2,3,2,2,3,5,3,3,1,2,2,5,2,3,3,3,1,3,3
21,White,2,,1,3,6,1,1,1,1,1,3,2,2,1,2,2,2,1,1,2,2,3,1,3,2,3,2,1,3,2,2,1,5,2,2,2,3,2,2,2,3,1,4,2,2,4,2,4,4,2,2,2,4,1,4,3,3,2,3,4,3,4,4,5,2,4,4,5,1,3,2,2,2,3,5,5,5,1,1,1,1,5,5,5,5
19,White British,2,,1,3,5,1,1,2,2,1,3,3,2,3,1,3,3,1,3,3,3,4,3,3,1,3,2,1,3,1,2,1,2,3,2,1,1,1,2,1,1,1,2,1,1,4,1,3,4,1,1,3,2,1,1,3,3,1,3,4,2,4,3,4,3,3,3,4,1,3,1,2,3,3,4,4,3,2,5,1,5,3,3,3,3
21,White British,1,,1,5,4,1,3,2,4,2,4,4,4,3,4,4,3,3,2,4,4,4,3,4,2,4,3,2,4,2,5,2,5,5,5,2,2,2,5,2,4,3,5,2,4,5,3,5,2,3,1,3,3,1,4,3,3,2,4,4,4,4,5,4,4,5,2,5,3,1,2,1,2,2,2,4,2,5,3,2,4,3,2,3,3
18,White british,2,,1,3,7,2,1,1,4,2,4,3,3,3,1,3,3,2,3,3,2,3,2,3,2,2,2,2,3,1,4,2,1,2,4,2,1,2,4,1,1,1,3,1,3,1,1,3,2,1,2,2,3,2,3,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,3,1,1,2,3,2,3,4,2,2,4,2,4,2,2
23,white british,2,,1,5,5,3,1,3,1,3,3,3,3,2,1,3,1,2,2,2,3,4,3,3,2,3,3,2,4,1,3,1,3,1,2,1,2,1,3,2,4,1,1,1,3,5,3,5,2,3,1,3,2,2,1,3,1,3,1,1,5,1,5,3,4,5,1,1,2,1,1,2,4,5,3,3,2,5,5,2,5,2,2,3,3
20,white british,2,,1,3,6,3,2,2,2,3,3,4,3,3,2,3,3,2,3,4,3,4,3,4,2,4,1,2,3,2,2,2,3,2,2,1,1,2,2,1,1,2,4,1,3,4,2,4,3,2,2,3,2,2,3,4,2,2,2,2,3,4,5,5,4,5,2,2,3,3,3,4,4,2,3,3,2,2,4,2,3,2,2,2,2
20,Turkic,2,,1,3,6,3,3,4,4,3,3,3,3,3,3,3,3,3,2,3,3,4,3,4,3,4,3,2,3,3,3,2,2,2,4,2,2,3,4,2,4,2,4,2,2,4,3,4,4,3,2,2,3,3,3,4,3,2,2,4,3,3,4,5,3,4,2,4,2,2,2,3,5,2,2,2,2,2,2,2,4,3,3,3,2
22,White British,2,,1,5,5,3,2,3,3,3,1,2,2,3,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,3,2,2,5,4,3,1,3,2,3,2,2,2,2,2,3,3,2,2,2,2,1,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,3,3,2,2,3,1,3,2,2,1,2,3,3,1,1,1,1,1,1
19,white british,2,,1,3,7,2,2,1,3,2,3,3,2,2,1,3,2,2,1,1,3,3,1,2,1,2,2,1,3,1,2,2,3,2,1,1,2,2,2,1,1,1,3,1,4,3,2,4,5,2,3,3,5,3,3,3,3,4,3,4,2,3,4,4,5,3,3,3,1,2,2,4,4,3,5,5,5,3,6,3,5,4,5,5,5
20,White,2,,1,3,7,2,1,3,3,1,3,4,4,4,2,4,3,3,4,3,4,4,2,3,2,3,1,1,3,1,4,1,4,4,4,1,1,2,4,1,4,1,5,1,4,4,3,5,3,3,2,2,2,3,2,4,2,3,2,3,3,3,4,2,3,4,3,3,3,2,2,2,4,2,2,2,2,6,4,3,6,3,3,4,4
21,British Asian,2,,1,3,6,3,2,4,2,4,3,4,4,3,3,4,4,3,3,4,3,3,3,3,2,1,3,2,3,4,2,1,3,4,2,4,2,4,2,2,4,1,3,2,4,5,4,5,5,3,1,3,5,2,4,4,3,1,3,2,5,3,5,4,4,5,2,2,3,2,4,2,4,3,4,4,4,5,4,2,5,3,2,5,5
21,British Asian,1,,1,3,5,3,3,3,3,3,3,4,4,3,3,4,4,4,3,4,3,3,3,3,3,4,3,3,4,3,3,2,3,3,2,2,3,3,2,3,4,3,4,2,3,4,3,2,2,4,3,3,2,3,2,4,2,3,3,2,3,2,5,4,5,5,2,2,4,2,2,4,5,3,3,3,2,3,2,2,2,2,2,3,2
20,White British ,2,,1,3,5,2,1,1,3,2,3,4,3,2,2,2,1,2,2,1,2,4,2,3,2,2,1,2,3,1,2,1,3,2,2,1,2,1,2,2,3,2,4,2,4,4,2,3,5,2,3,4,3,1,3,3,2,3,2,4,4,4,2,1,3,4,2,5,1,2,1,3,3,4,5,3,3,1,2,2,2,3,2,3,3
21,White,2,,1,3,5,1,1,1,1,1,2,2,2,3,3,2,4,2,1,4,1,2,2,3,3,4,1,1,3,2,2,1,4,4,1,1,1,2,1,1,1,3,2,1,3,5,2,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,3,3,2,3,2,3,3,4,3,4,4,1,4,4,4,1,1,1,1
19,Chinese,2,,1,3,6,1,2,4,4,3,4,3,4,4,1,4,1,4,4,3,4,4,4,4,4,4,3,1,4,1,1,1,2,1,3,1,1,1,3,3,5,1,2,2,4,5,4,4,3,3,2,5,1,1,1,3,1,5,5,5,3,4,1,5,5,4,3,5,2,4,1,1,3,1,1,1,1,1,1,1,6,1,1,1,1
19,White British,1,,1,3,7,2,2,4,4,2,4,4,4,4,4,4,3,2,3,4,4,3,3,4,2,3,1,2,3,2,2,2,3,3,2,2,2,2,2,4,4,2,4,2,4,5,3,4,3,2,2,2,2,2,2,4,1,3,2,2,3,3,4,5,5,5,2,2,2,2,3,2,2,3,2,2,2,5,2,2,2,2,2,5,2
20,White British,2,,1,3,6,1,1,2,3,1,3,4,3,3,4,3,4,3,3,3,3,3,2,3,1,3,2,1,3,1,4,1,1,4,4,1,1,1,4,1,3,4,4,1,3,5,2,3,5,1,2,4,5,2,4,4,3,2,3,4,2,4,2,2,4,4,3,5,2,2,1,2,2,4,4,4,4,2,4,2,2,2,2,2,2
20,white -other,2,,1,5,7,2,3,2,1,2,1,3,2,1,1,2,3,1,1,2,2,3,3,1,1,3,1,2,1,1,1,1,3,2,2,1,1,2,2,2,2,2,2,2,2,4,1,2,1,3,2,2,4,2,3,3,3,2,1,1,2,1,2,3,5,5,1,1,2,1,2,4,4,2,2,2,2,5,2,2,3,2,2,3,3
22,Chinese ,2,,1,3,7,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,2,5,4,4,2,4,3,4,2,4,4,4,2,4,5,3,5,3,4,3,2,1,3,4,4,3,5,3,4,3,5,5,4,4,5,3,4,1,3,3,5,5,2,2,2,2,2,2,2,2,5,5,5,5
20,Turkish,2,,1,5,7,3,2,3,4,3,4,4,4,4,3,3,4,3,4,4,3,4,3,3,3,4,4,1,4,4,3,2,3,2,3,2,2,3,3,1,3,3,5,1,4,4,2,5,2,2,2,2,1,2,2,4,1,2,1,2,5,1,5,3,4,5,1,2,2,1,2,2,5,2,2,2,2,5,2,5,4,3,3,4,4
20,White,1,,1,3,6,3,2,3,4,2,2,4,4,2,2,3,3,3,4,2,4,3,2,2,2,3,1,4,3,2,3,1,4,4,4,2,3,3,4,3,5,2,5,1,5,5,2,5,3,2,1,3,2,2,2,3,2,2,2,3,3,2,5,4,3,5,2,2,1,2,1,2,3,3,2,4,2,1,3,2,2,1,3,4,3
22,Asian,1,,1,5,4,3,2,2,2,3,3,4,2,3,2,3,3,3,2,2,3,3,2,3,3,3,4,2,3,2,2,2,4,2,4,2,3,3,4,4,4,2,4,2,2,4,3,4,2,3,3,3,2,2,3,3,3,4,2,2,4,2,4,3,4,5,2,3,3,2,3,4,3,3,2,2,3,4,3,2,2,3,3,3,3
21,White British ,1,,1,3,6,2,2,4,3,4,3,4,4,4,4,4,4,3,2,3,3,3,3,1,1,2,1,3,4,4,2,2,4,4,2,3,3,3,2,4,5,1,2,2,4,5,3,5,2,4,1,2,2,2,4,5,2,1,1,1,4,1,4,1,4,5,1,2,3,2,1,1,5,5,5,2,5,5,5,5,5,2,2,2,2
20,White British,2,,1,3,7,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,3,1,1,3,1,1,1,2,2,1,1,1,1,1,1,3,1,3,1,1,4,1,3,1,1,2,3,5,2,2,3,1,2,3,1,1,2,4,5,4,4,2,2,1,2,1,1,3,2,2,2,2,5,5,3,5,4,3,5,5
20.9,White European ,1,,1,3,5,2,3,2,1,3,2,3,4,4,2,2,2,3,2,1,1,3,3,4,2,3,2,2,3,4,1,2,5,3,1,2,5,3,1,4,4,2,4,2,4,3,4,5,3,3,3,5,3,4,4,4,1,3,3,5,4,5,5,5,4,5,3,5,5,3,4,3,3,4,4,3,2,1,4,5,2,5,4,6,2
20,nigeria british,2,,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,1,2,1,2,1,2,2,2,2,1,1,4,3,4,3,3,2,1,5,5,1,1,1,4,1,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4
20,White British,6,,1,3,5,1,2,1,3,1,2,3,3,2,1,3,1,3,3,2,3,3,1,3,1,2,2,1,3,1,2,1,2,1,2,2,2,1,2,2,4,2,2,1,4,4,3,5,3,2,2,3,5,2,3,2,3,3,2,4,3,3,3,5,3,2,3,5,1,2,3,2,2,3,4,2,2,1,2,2,2,3,3,3,3
20,White British,2,,1,3,6,3,1,3,4,1,3,4,4,3,1,4,3,3,4,1,4,4,2,3,3,2,2,1,1,1,4,1,2,2,4,1,1,1,4,2,3,1,5,1,2,3,1,3,3,1,1,2,2,2,3,3,2,2,2,4,2,4,4,3,2,4,3,4,1,2,2,1,4,2,2,4,3,5,6,3,6,2,2,5,3
19,White British,2,,1,3,7,1,1,2,2,2,3,1,1,4,2,2,2,3,1,4,2,4,3,1,1,2,1,1,2,1,2,1,3,2,1,2,1,3,2,1,1,3,2,1,2,4,1,5,3,1,1,4,5,1,3,3,3,1,3,3,2,4,5,4,2,3,3,2,1,3,1,3,2,3,2,1,3,3,5,2,3,1,1,2,2
20,Afro-European,1,,1,3,6,3,3,3,3,2,3,4,4,2,4,4,4,4,3,3,2,3,3,1,1,2,1,3,4,1,2,1,4,1,2,2,4,4,2,2,4,1,4,2,4,5,2,3,2,2,2,2,3,2,3,4,2,2,3,2,4,2,5,3,3,5,2,1,3,2,2,2,3,1,3,2,1,3,3,2,4,2,2,3,3
19,White British ,2,,1,3,7,1,1,2,4,2,3,2,2,2,1,3,2,2,3,2,3,4,2,4,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,3,1,1,4,1,3,3,1,1,4,2,1,2,3,3,1,2,3,2,3,2,5,2,2,3,4,1,2,1,1,3,2,1,1,5,1,3,2,2,5,5,5,5
38,White,2,,1,6,8,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,2,1,3,1,3,4,4,3,2,4,3,2,2,2,3,2,2,4,2,4,2,4,4,2,4,3,2,2,3,1,2,2,4,2,2,3,3,3,3,5,3,2,4,2,3,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5
21,White British ,2,,1,3,6,3,1,2,4,2,3,3,3,3,1,3,2,3,4,4,3,3,2,2,1,2,2,2,3,1,2,1,2,1,3,1,1,1,3,1,4,1,4,1,2,4,2,4,1,2,2,3,1,3,2,4,3,2,3,1,2,1,3,3,3,4,2,1,2,3,2,2,2,2,3,2,3,1,5,1,1,2,2,3,2
21,Mixed,2,,1,5,6,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,3,2,2,2,2,1,1,3,2,2,1,2,1,2,1,1,2,2,2,4,1,1,1,2,4,2,4,4,2,1,3,3,3,3,3,2,1,2,4,2,4,4,3,2,4,3,4,2,3,1,1,3,3,3,4,2,4,4,2,4,3,2,3,2
19,white british,2,,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
21,Palestinian ,2,,1,5,8,1,1,3,1,2,1,4,3,3,1,1,4,1,1,1,1,2,2,1,1,4,1,1,3,1,2,1,2,1,2,1,1,3,2,2,4,2,4,2,4,5,3,5,1,3,1,1,1,1,1,4,1,1,1,1,2,2,5,5,5,5,1,2,1,1,1,1,4,3,3,5,3,5,4,5,6,2,1,2,2
19,White British,2,,1,3,5,3,1,1,4,2,3,2,1,1,1,1,1,3,2,1,4,3,1,3,1,1,1,1,4,1,2,1,2,1,4,1,1,1,2,1,4,1,4,1,1,3,1,4,4,1,2,3,3,2,4,3,2,2,2,2,3,3,3,5,3,4,3,3,1,3,1,3,3,3,2,2,2,3,5,3,5,1,2,6,6
20,White british,1,,1,3,6,2,2,2,3,1,3,4,3,3,4,4,3,4,2,4,3,3,2,3,1,4,1,2,3,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,4,2,1,3,2,2,2,1,3,2,2,4,2,3,2,1,3,2,3,4,2,4,3,1,2,1,1,1,2,1,2,2,4,1,1,2,2,2,3,4,3
19,White British,1,,1,3,3,4,3,1,1,3,2,3,3,3,4,4,4,2,2,3,2,3,3,3,3,2,2,3,3,1,2,1,4,2,2,1,2,2,2,2,2,1,2,1,4,3,2,3,4,3,2,3,1,3,4,3,3,2,4,4,3,4,5,4,5,4,4,3,1,3,3,2,3,2,2,6,5,6,5,3,6,4,3,5,3
21,White british,2,,1,5,7,2,2,3,3,4,3,1,1,3,3,2,4,3,3,4,3,3,2,3,3,3,1,2,3,2,4,1,4,2,2,1,2,3,2,1,2,2,2,1,3,4,2,5,3,2,1,2,2,2,3,3,2,2,2,3,3,4,5,4,3,3,2,4,2,2,1,3,3,2,2,2,2,4,5,5,5,3,3,5,5
19,White British,1,,1,3,4,4,3,4,4,3,4,4,4,4,3,4,4,3,2,4,3,4,3,4,3,4,1,2,4,2,3,1,3,2,4,2,2,4,3,2,5,2,4,1,3,5,3,5,2,3,3,3,3,4,2,4,2,4,2,2,5,2,5,4,4,5,1,2,2,2,3,4,4,3,4,3,4,2,2,2,2,3,3,5,3
20,White British,2,,1,3,7,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,4,2,4,4,2,2,4,3,3,3,2,3,3,3,4,4,3,4,4,4,4,3,3,2,3,3,2,2,2,3,2,2,5,4,5,5,1,1,2,2
20,White British,2,,1,5,3,3,2,1,2,1,3,2,1,1,2,2,1,1,2,2,2,4,1,4,2,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,2,2,5,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,3,3,1,1,1,1
18,Half English and half Turkish,1,,1,3,6,1,1,1,1,1,2,1,1,4,4,1,4,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,5,5,1,1,3,1,1,3,3,1,1,1,5,5,5,2,4,1,4,3,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4
20,white british,2,,1,3,5,1,1,1,3,1,2,1,1,1,1,2,2,2,2,1,2,3,1,2,2,2,2,1,4,1,4,1,2,1,4,1,1,1,4,1,1,2,2,1,1,1,1,4,1,1,1,2,3,1,2,5,2,3,2,2,3,2,5,5,2,5,2,2,1,2,1,2,1,3,4,2,3,3,2,2,2,2,2,4,3
